frame,detected,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,shoulder_line_tilt,hip_line_tilt,hip_to_hand_ratio
25,True,135.79951620023127,109.9667001381432,177.40911743151736,66.51193260895458,168.6259677437632,101.46308903949398,-16.253455716468462,-30.883069139347718,0.8957488752117709
26,True,133.53781668331564,121.83931327840409,179.29602468161215,67.77173596510889,171.2063804641601,103.49011462755014,-16.849971878058646,-31.25910381326594,0.8916027516906385
27,True,131.74890167913537,111.04283045005775,177.44853213086193,69.22936877516779,173.81525859678555,105.44078420119224,-17.21674285572834,-31.25390076843701,0.8867441563715672
28,True,126.84252245399627,144.74851343418834,175.39866937923694,72.50452665120135,177.5627744988827,108.03994794421277,-17.01978675367162,-31.295269906574074,0.8807177915623996
29,True,124.54000675681493,140.7140387225878,173.6079457139486,73.07561216893461,179.3060233921792,109.05921426623857,-17.098585360231375,-31.193760082996015,0.8826274338754444
30,True,124.78540025191886,150.39815335922316,171.93995670840897,74.1925812862553,178.1325303705202,109.2980989658291,-16.952083936235848,-30.86135383334098,0.8729193839153844
31,True,120.7412402124498,152.8643919254885,172.11875958540003,76.93275925508085,176.97924967662735,110.25837024945457,-16.3536405533971,-31.14979202172343,0.874546718501773
32,True,120.48613238871842,151.3200798909871,170.52140872101725,76.95562782496134,176.43694956163233,109.89751479486185,-15.732068300218323,-30.942255516187622,0.867252074611689
33,True,121.29223125628887,154.35418139994556,170.29747078309984,81.03208110436475,175.4615581523288,110.06419863114158,-15.419968639934938,-31.150121145538204,0.8645187069674878
34,True,118.77310129586739,153.2333687998459,169.4544924282353,80.70863136897755,174.47429971610393,109.7484427625584,-15.271072003210993,-30.539007972688434,0.8620933173605118
35,True,118.96465288413062,152.0922034904204,170.0667458733427,80.38584622227636,173.71075139919492,109.58316144449839,-15.0549543884121,-30.291609717873214,0.8595567082717023
36,True,119.12418926300981,141.4731592495726,172.35584374030375,80.0959461943997,173.2350817824037,109.44114558440975,-15.198158946793717,-29.94433392893604,0.8635072262400266
37,True,119.47126824180381,141.78017875591027,174.38570003581216,78.69935481971196,172.5729037570107,108.89167700780055,-15.075601631495733,-29.86600220321944,0.8617002695083534
38,True,118.42822026936543,138.96994000888444,174.9800147741801,78.49639844690601,171.97571855515739,108.4935459574253,-15.100216492670732,-29.694151383417633,0.8620489803542986
39,True,118.52177388016266,138.6186444084844,174.41439820623808,77.49776936133908,171.70520785919064,107.98627586937185,-14.894729903962462,-29.690968539224265,0.8634950898019385
40,True,118.43057826823845,135.84723831991877,174.19917782170947,77.47004329367572,171.52916883167592,107.92126635220644,-14.85255552281017,-29.670471966248464,0.8645569949172338
41,True,116.69948490317907,132.19110799276774,173.96116633426803,77.32567382576723,171.2145360443202,108.00445697356764,-14.670241079176455,-29.559057024448077,0.8671559811664371
42,True,118.21465368973232,134.5585134889019,174.44841420587446,77.47630331818212,171.14450997254522,107.98981919735681,-14.292414261052166,-29.82224399746849,0.8719277406395622
43,True,118.63129605497456,135.27338416822874,173.79351724182808,77.52024434273855,170.78457754196174,107.9925158924716,-14.385000880757309,-29.949050880043487,0.8709165166104684
44,True,117.73114286411537,125.84927722020308,174.0716225809063,77.51612733526736,171.069610260089,107.50561208284851,-14.28946301597421,-30.436741991176003,0.8763210801203456
45,True,118.53908702036637,129.87257092592236,174.0834317127342,77.59390677699668,171.16274565780412,107.4393266581657,-14.294086127190655,-30.47754442331526,0.8734217949227486
46,True,116.80499885620038,120.92008375186693,174.83329980454613,74.38916851171524,171.8413961524025,105.52662340552378,-14.45430577159598,-29.792484584460087,0.8676163434967794
47,True,119.47671576171594,131.36000387531794,174.5679825477022,74.53587060200931,171.7827379297364,105.59253416316811,-14.561052013998273,-30.221671576741844,0.8651855384641874
48,True,116.70548720593095,126.85544124433004,175.1898113803559,74.3209802146797,171.44135138449602,104.93458368660859,-14.946144957927368,-31.53826082670432,0.8688548275768161
49,True,118.85753870342681,138.3911062804562,175.49999623294218,73.65645838877718,171.42023069697134,104.18579031230365,-14.438393244676076,-31.316352574248697,0.8685595976999554
50,True,118.47561134509273,142.115608879312,175.9664538473851,75.79642145931453,171.76726936772081,102.6991050765281,-14.622058594866042,-30.801336847131633,0.8620205768656164
51,True,117.43612305039919,139.01108189768635,176.94593508857434,74.79602589664324,171.65947283500128,101.5308795639297,-14.607656513070253,-31.389770816674563,0.8807598870514282
52,True,114.57009719086602,139.11771362431415,177.50360734026796,74.9101470484332,172.15034644156415,101.21303385803378,-15.00675804909777,-31.791697153734987,0.8763714558328843
53,True,109.70066311583382,137.73210569793713,178.15347071480323,74.80186780658407,171.4251311520233,99.65597048823092,-14.885064634880207,-33.18689944837704,0.8889341173648547
54,True,110.1920320740033,139.3959238700586,178.4992529795545,75.64052174049259,171.61277154412232,99.57895648307706,-14.857587839102367,-33.389663411204836,0.8953684076989356
55,True,106.62685658179177,129.94636164428604,179.00091638135981,74.83779227840019,171.64429848544896,97.25626730840065,-15.245925767084273,-34.907031022824356,0.9069887856258458
56,True,114.07980192162155,133.6919989218915,179.4104893714218,77.36903042679201,171.84865579248142,97.70772078034085,-14.248278664034741,-35.1562032822821,0.9321435897888112
57,True,111.59591246207547,132.43320391649513,179.51744445593147,74.9824351491528,171.76365119380648,94.73050666772079,-14.915634493501116,-35.44860801523844,0.9324455324455256
58,True,122.5405567364911,138.81717191364297,179.52018194039633,74.75011028332817,171.7830134118369,95.00128055798803,-14.841414139825039,-35.178935340082305,0.9253753034251737
59,True,122.62946684167159,136.6655746442679,179.17416844706298,73.4713254648147,171.22101036394764,92.84689748857514,-14.251842039455394,-34.21713963171203,0.9500767900324413
60,True,124.15112464170231,126.21892410933667,179.09120099882549,73.68089933013363,171.375787116681,93.07700570449387,-14.614618374779443,-34.248606798063705,0.9607614926232425
61,True,124.41640609277732,132.1915335805087,178.81054086615114,72.34164379101894,171.37090912200804,90.98325332629595,-14.504354462855183,-33.607668159701994,0.9689215563754769
62,True,124.07159055693418,111.55442196942774,178.8233412489509,70.71455848296674,171.77789433835582,89.65521610989948,-15.18261129088286,-32.60466857594498,0.9841212520895091
63,True,125.10964069476587,106.6471670467604,179.05641352370358,71.05621922713574,171.53186892542743,88.9647063184595,-15.065491306399071,-31.9763510664631,0.985795852704386
64,True,123.58913832732439,76.34408418283066,177.67360813708217,72.83181042276136,172.78015640815582,88.00485230981393,-15.632498973675938,-32.502364975127634,0.9873623774947105
65,True,119.53195206642708,74.17397399244315,176.483865307274,75.43136578983372,172.9363661013394,87.60057692988681,-15.741935591420484,-33.94367060489318,0.9809616169205505
66,True,121.78235112846046,76.29286255946374,177.6548925983357,74.79164227989658,172.70901249718847,86.6366044555148,-16.38837325882693,-32.698746810065074,0.9741094472813427
67,True,123.67847464732088,67.06189893389353,177.7394169701543,74.77330398055886,173.35583247793704,87.28776932805631,-16.37275676885556,-33.5207659610101,0.9604118519994209
68,True,136.00558775830663,67.00889484936077,176.85322244160437,102.99887625041688,173.29220501975655,101.64863719820916,-16.317133471372653,-34.0439191235762,0.9356083415670944
69,True,135.46123596337068,47.08529659029355,177.5927181459127,89.23617502952492,173.47756690129822,90.77786750185398,-16.37499844060999,-35.499088578385205,0.9430748339542008
70,True,130.92552462105417,34.2809678546047,177.55420516586207,81.90494738634033,173.1558279241491,88.36033691727089,-15.526559821519598,-35.14591798378604,0.9250511799464802
71,True,137.7775605441947,32.06091656078408,177.9118839481556,83.33908343764115,172.61305398489512,89.1288969439665,-15.8065165106358,-34.764108782558566,0.9145654998678242
72,True,144.69287651470316,43.11506764757704,177.6958233409715,78.92122492009575,172.19521168121653,87.44202895007615,-16.11674154837594,-35.141993940183355,0.9081176026697709
73,True,142.4827781262564,38.05482924949687,177.56947712924912,80.64326447924405,171.8926634659478,86.9498994734075,-15.902140099588404,-35.727257784175094,0.9152807306309222
74,True,141.40045509233104,30.618514962535436,176.51919384495176,78.66069618175892,172.6860025956382,88.2790052867621,-16.91423870899993,-36.34283668379779,0.9087602746961967
75,True,140.60229968396953,15.60997418628318,175.3449940402146,76.75692872796675,172.98592585992,87.71866670481522,-17.126645599927304,-36.37733882584497,0.9005187424615902
76,True,138.9854685543763,10.265396071742613,176.0969129075336,75.07215778988937,172.4401741259443,86.98898263755595,-16.99483796036753,-36.57904268488205,0.9016722799823056
77,True,139.17796659484603,10.224672411711852,176.3520633629322,97.73968915198515,172.56645127908223,85.38178179715122,-17.045908449115803,-36.34151211008287,0.9013253189297472
78,True,141.3849268213524,13.910252418904246,175.9703921806284,93.02328999211088,172.76427153565356,85.16708452597862,-16.948170517060163,-36.15634129066622,0.8908518973582312
79,True,139.95584108545424,10.77459969928804,176.51361258098217,91.09714184805028,172.00630271621955,84.92555991089688,-16.80608992871766,-36.0629981112596,0.8918233025805035
80,True,138.3041591371621,14.029506295216382,176.68959980792857,91.03928731423139,171.93585651701255,85.5824751275844,-16.843532271269684,-36.584650547423436,0.9006152748920732
81,True,137.93732761267913,12.790295477357835,177.06862935251183,89.2324668942196,171.56393443744795,84.07264071654663,-16.79261252179124,-35.40891559128874,0.9007443697402086
82,True,137.12016333304422,13.862351678035502,177.10536317843648,79.41094134291706,171.52154343907785,80.01749530072594,-16.909607100811822,-33.17345352539432,0.9029298120454887
83,True,138.16087336186047,13.647493175894418,176.62620654918135,79.70115540631456,171.7890909829503,81.73376426051021,-16.95440036410804,-33.65130281013192,0.8995013998919345
84,True,136.77494134914718,15.938509225902719,176.69314515055376,80.42743261306002,171.64691829961183,81.77755971119588,-17.354903999095946,-33.871095465745256,0.8984167929588064
85,True,136.1484634652672,22.27829945917419,176.3482177096048,76.46568505173583,171.77796632639988,80.81299955933527,-17.268840707207683,-32.967422020366875,0.9047821747707263
86,True,135.82941621909282,21.703931429515226,175.9379388349731,74.21095153785028,171.70894354254054,78.2405732969458,-16.939168327120697,-32.87008343531574,0.9022457945307708
87,True,133.86644291419762,23.400038623190515,175.71490584608136,74.6474480739687,171.73469648922884,80.91945464517467,-16.564981145091295,-31.74143218906718,0.8977764723062698
88,True,131.23417466471437,44.236535921377126,177.21822592124164,75.13829846603626,170.46938763303808,82.0815886740788,-16.069578148927118,-33.58875753156723,0.9145113152279304
89,True,132.84735520895,60.41650011112274,178.1827442791291,83.73200095950565,169.41302999946453,86.77496557530127,-14.75884925523801,-33.883813161070975,0.9264741470181557
90,True,128.29720829294817,61.46568748985687,178.4409771513927,83.65849990213052,168.9550075387099,89.16845254627792,-14.068897320703027,-34.6297239280231,0.9249157899901695
91,True,123.74890201508735,66.035450219982,178.90782356067157,86.26061321574088,167.63374695147846,91.0913873384862,-12.686931162241159,-32.82356920328059,0.9157355525851096
92,True,101.23067740877725,55.61512652345629,178.7453283845427,82.11115595231368,166.6167200830026,90.32848740316768,-11.593217096372506,-31.1612530756765,0.9630371578001087
93,True,110.6530608654268,41.48004207675638,179.60588264080835,84.09532664072918,165.27064082270016,92.68538526090428,-11.374696514830667,-28.897813984551725,0.941229886521031
94,True,87.17877279867675,34.13550547482212,179.37190275403893,81.69609534514444,165.31960518886865,92.91208468057262,-10.873653349292447,-28.226455835869828,1.005822543343073
95,True,63.91715342324928,25.6365822074206,179.47113363367419,83.23702251733025,165.7750985753028,94.77305899169359,-9.675901287043539,-27.410866846525952,0.9493615237003411
96,True,74.1769216016726,13.307877395286841,178.07386782961734,86.1029666634907,163.06225900364777,95.52042956843121,-8.999759205022482,-25.068753592820375,0.9034038770868345
97,True,71.51342126423725,8.257148412654141,179.04512120615883,86.93538626867233,163.6351154993657,98.0925193259862,-9.309802482148966,-25.364762885316576,0.8772421147141323
98,True,75.98672292594703,11.913854003648467,171.44861993686678,86.97458803592298,160.2665134572237,100.47614156220433,-8.206815217128801,-23.86396909501394,0.8284427479781857
99,True,80.05607435903134,3.830005676326102,170.07797454187207,88.88606089223312,160.03615728678403,103.15194374934349,-8.138087820169378,-25.261897738304413,0.8270741120745065
100,True,76.32865563981892,1.2818549974920608,174.57315647188403,90.5782934203357,161.27747748322074,105.02156233880788,-9.333263256426285,-24.378518809530963,0.8186410224299747
101,True,74.88933288620699,23.49220498173243,167.03518570473224,92.83687762520066,158.77814969396672,107.12308900197407,-8.916000482509508,-24.81118895688788,0.8057486331977142
102,True,61.497082835703175,35.23393167936281,174.40083582191932,97.72511236376018,162.7271835760452,111.56902762074385,-9.444454925790001,-22.528428322865487,0.8387486966761536
103,True,53.4605196667465,34.47289639788795,177.25077341481577,96.88518163061394,164.58572646745853,113.54642822208672,-8.772873775279498,-23.966697304277858,0.8201652809334509
104,True,45.22402312335297,50.900425023111346,176.62959662267303,97.08288265393247,165.08244107147982,114.56171495073276,-9.26138308525151,-24.152401843024858,0.7947344967216002
105,True,42.549514774607744,46.57202328622043,179.3866955012922,98.24429364097261,165.75104361288604,113.89646622209983,-8.884504953807326,-23.408432132100717,0.7696306082556362
106,True,40.17029530782815,77.40954581640997,169.5338839501206,98.32693616720589,162.19146660137264,115.82837564642877,-7.806125718748863,-23.28963714537557,0.7468575105139202
107,True,31.42542432775304,97.71701304369914,172.93790779593354,98.91291629422167,163.6559909322495,116.16108729672315,-7.118625807214423,-19.932188515215906,0.6992242544110744
108,True,26.44864520265183,112.59002656772651,174.4967346737409,96.0102331214758,164.97436961166974,116.89562901360618,-7.270166244264181,-19.370220652979352,0.6376919171247751
109,True,19.875186050491,120.02226573888171,173.45744174859882,92.98037802082632,163.55483312347758,115.45538791467669,-7.085105699821381,-17.345688773162827,0.6213109961893939
110,True,14.625228197249523,117.40191915888167,176.76340698737397,92.63475215717952,164.22307813946975,115.17330119008062,-5.872530409908533,-15.314632093545535,0.6124228739551011
111,True,59.93110481572577,120.64682930476813,174.641091634634,93.38566842832998,164.3546436595987,115.47508535947601,-4.8912017323995824,-17.692558304899524,0.6324304119391259
112,True,59.44966799433953,107.84719270284462,175.2773462372513,92.36000275612308,166.7472933688334,114.4158885534425,-6.244771112869753,-17.208980160352553,0.6161781665830907
113,True,59.56270878884174,117.88824022159625,176.48341266369331,93.6229889220131,168.70971839019256,114.79828713126541,-7.38398352462761,-16.177823799222086,0.5616537395397964
114,True,60.412440981577596,127.26737982752189,178.33879789320247,95.15653501778857,169.30912988883546,115.78818880355293,-6.521110985479589,-15.107402641837817,0.5355252761388564
115,True,72.05661000034041,130.30434964007068,176.29212186761615,96.68962319286909,169.51825591211943,117.1630613727993,-5.800307551922694,-14.74513078398757,0.5019403415181509
116,True,61.3509460108696,133.14539906571142,176.04403272140482,98.28552256829654,168.87312234718746,117.05425301834609,-4.2009788601046125,-13.05152738138281,0.5779086722240139
117,True,51.783130394719585,160.65506990881264,174.24337864939568,101.27655638496596,166.15613204831993,114.52102230188277,-2.841461854442316,-11.325522829594298,0.6197474184143774
118,True,63.66693688079998,149.55241190091434,168.52580032927625,101.99365682841649,161.3124009058099,112.97305578628486,-0.5265328313389902,-10.561927962916723,0.6889832809564798
119,True,60.426735533407836,133.7020309567448,165.6370296768537,103.02992477202302,157.43922197323297,111.45713029496908,0.9603062714734489,-11.125971593951684,0.7164433620277603
120,True,52.88532123429763,132.21589776216564,172.92040789777081,106.97876789406372,160.24438617133686,109.86404099348312,2.0964787285581514,-10.957264679976236,0.7042465011608846
121,True,57.35945424165236,130.00919398286112,175.54303000735845,107.86032930465507,160.42197781955423,106.65108150712578,1.5236022120754777,-11.754107684458692,0.6346073892874954
122,True,36.609876217922526,134.67598555991447,171.72280664379562,114.63097414706613,156.72354077891973,107.31972726905862,4.386294484707882,-10.21075073858738,0.7429604251448005
123,True,15.074840536767232,132.82960589988542,173.63114479853567,118.44865991527836,156.3554890698823,104.5319931113648,6.823729210479624,-7.837373092487527,0.8250354403998604
124,True,28.065031792765563,134.02923692410667,172.95870406759778,124.90237810824051,152.23765630806494,103.1875197543231,8.555722785175396,-7.478841605345425,0.8808976348289019
125,True,35.43951564376253,134.42446383480416,163.40912929366797,127.89328498078436,146.1807722315483,101.20122357291189,9.986307729562771,-6.404108072310847,0.895548840573584
126,True,40.395968044237335,142.5428330646142,167.56902419925635,129.9766545334816,145.5793863321365,100.73404697302807,9.489815736503022,-4.25123297519543,0.902498997757259
127,True,37.88112937419109,145.32514983711314,176.29054640415623,136.92761095338628,148.7966990396054,102.66240629772821,9.171983661532643,-3.5751427457427667,0.8729797650837742
128,True,40.8436781825771,154.59780347001166,179.22131457435307,137.62883653833603,150.66719035736887,101.77318014138505,9.255060543733057,-2.816865110492328,0.8838820727561973
129,True,47.7516136630098,151.3653484190684,175.29871048855279,137.39284330154894,149.86335620388385,102.10046619145639,8.52991494294607,-3.457562706707941,0.9067392658473927
130,True,53.329664692053555,145.3797338643868,178.02033656436436,141.21565305558738,144.98126578961805,102.73040248924514,7.952000880051136,-2.8841594229878234,0.9873570025863279
131,True,64.05941331639613,146.26918558930788,176.2500881432268,142.97760748814173,141.88627833894313,101.19161463790965,7.838788591536434,-2.123075319266196,1.0394026313538747
132,True,116.39491192592365,140.31348102519343,178.90557317612826,145.7688589724651,142.1245691396284,101.22220637952951,9.27973817287595,-1.1800659750860738,1.144152009803831
133,True,130.87240656395443,69.65732288390127,179.17417067239182,148.15223598828456,139.98820100741486,102.10446871837755,6.846066358585373,-0.04727761272518157,1.519203328831465
134,True,136.41042136790566,53.79183408665155,176.48798409510445,149.19576991644428,136.45459257597793,100.52369470991539,7.342641468765253,-1.1234620126084482,1.3889324519412705
135,True,157.63287530233404,51.84004107778064,177.41494866684886,156.96048947021887,137.36725500261394,104.28067717199367,9.813011471170434,-1.719280944137264,1.368891839621963
136,True,160.35007547648857,178.60519933702668,179.03322501833173,156.14536294821335,138.4055367718209,104.55126426347097,10.309436536704089,-1.4014464182594428,1.223716996956219
137,True,162.64319882278863,162.7676006146093,178.11144961369692,163.42210644121818,135.20004721399167,107.57386138381112,14.39371156170687,-0.22064025487749783,1.16883511402473
138,True,163.05571683852,165.05695893866908,177.14645728420376,161.995282968626,132.88312405117003,106.11316350720351,12.46348577913909,-1.2569961479658716,1.1274255530398454
139,True,151.88186929196144,164.08660311405262,176.07964010328453,163.78391940147068,132.08782816278818,107.99996816859405,12.813903949341475,-2.0151523016454678,1.1294705788885349
140,True,149.9374493614546,174.34271460552577,173.76885895342755,159.9034611224162,133.1729178910738,105.9342867821698,11.862230086794346,-1.3211607796400504,1.1274617956028092
141,True,145.0995323559104,177.96864200623125,173.33875424303042,161.52229998195898,132.97715508510643,105.1738497538527,13.439356989335266,-0.42051108071339033,1.1412804120350295
142,True,141.30609065361585,177.336511788106,175.62646495668463,162.8654245271425,134.46111742454605,104.62142386311567,14.562323628594463,0.13483909864503896,1.1307925277248956
143,True,140.12198885958128,177.22460099555244,170.2110087217286,160.31063346975867,132.98357176620198,102.101362936966,14.826099376853907,1.325072571248678,1.1336224516853546
144,True,137.97966713266803,174.01222000786214,172.39781691309156,163.57484141099394,144.36086238724863,104.33536136763574,14.799987020866775,1.5135939386005823,1.12407326048579
145,True,134.459752826846,172.71250867321706,174.9873794728847,162.89313395909258,141.34494241898716,105.13648103491445,14.582700570668717,0.3684312819986076,1.1134805418722429
146,True,137.6162277434139,167.82762673874484,174.16742659727194,162.8656809144926,141.30919755232424,105.67943521134384,14.389010637560267,0.16282948565271702,1.1099300546058566
147,True,139.42807470085265,166.706428356924,168.11697668619965,164.7262380857943,146.89271567782205,107.10611469294867,15.45002869538969,0.36744431485763235,1.1291795069226316
148,True,137.80132528367352,169.98662132804088,164.4822316001042,164.38293850555812,149.57003656302206,107.91622640324825,15.484280622911076,0.48500835680566745,1.108104916407132
149,True,133.55494439104217,169.49000457386188,168.5871892105355,164.70719295282416,147.24365817030028,108.22646773880112,15.377085909325658,0.09694368288954491,1.085601309753866
150,True,133.0347447987701,167.87909335854707,169.21325065824087,165.89340487750306,147.1638551158503,109.38068844266996,15.691071837761083,0.05027853855791162,1.0851275113533587
151,True,132.79130538578823,9.946220197978136,169.12203027861008,166.92224620200216,147.81917088200018,112.10515185688115,13.517045181768102,0.3777279734741506,1.3055244547985052
152,True,131.39159387893875,152.4965291030646,169.05565709216174,168.12322905414138,149.3772083190505,112.40382421396008,13.950664270880937,0.003210642004965459,1.1099800111617741
153,True,130.9121420450432,170.53182022362034,170.61141109123906,168.00236306051244,150.14547205818468,112.52341478613357,14.640125180300858,-0.3543758662183902,1.1019809403213559
154,True,130.08544756685734,172.35130407170882,172.1623962698075,168.30971060520392,149.92573878047233,112.97575048978184,16.068304456447194,-0.4211840740151251,1.0843244157452732
155,True,130.14474473948005,18.876482961754373,168.33945910917436,168.17051807775806,152.9557263558796,114.06354817838641,14.733347856744306,0.30217312827090625,1.3373130332922794
156,True,126.32734909360981,35.274810302350346,169.3024473410119,171.23696139403074,153.46855034519697,116.30321746815137,12.632678705867548,0.5132177567522335,1.509553989714719
157,True,121.5721911304498,28.436675222314115,169.7638992510667,174.02873306478656,153.528847360982,117.82021514516002,11.5520601985649,0.35435613362616997,1.5201999386058789
158,True,120.94301887530833,33.50074386951283,169.87013374422838,175.2878041471475,154.810580346892,118.56845691875152,12.02128661628719,0.8366926786126662,1.305773732347583
159,True,116.1498762329737,172.62141784406998,170.03787574094585,176.16510935896773,155.78976975326827,119.21137820165914,12.348459839657583,1.1111980374013548,1.1002056093013726
160,True,112.36172688329493,177.13019768535878,166.55416625391538,177.15920749395042,158.7135995656197,120.00890261899242,12.693319272844361,0.981227522217812,1.053647689902929
161,True,110.49375319734804,167.829436467615,164.47390566453157,178.0454720885415,161.90210016206973,121.12173787079175,13.141147845459587,0.7700241242497268,0.9885170222881356
162,True,108.76719125985721,156.6523644718304,164.0445084479012,179.43911698719484,165.18824632329932,121.91526745361024,13.939754647078075,0.7645449708808378,0.971260143965978
163,True,108.24501642880895,155.54832518799964,162.1772868743506,179.520693583672,167.89734617261746,121.72603729026652,14.904235028627621,0.0983778592487739,0.9645068963548754
164,True,106.28942330823459,147.17760037468022,163.45704622907516,179.26650838312406,168.13150978908212,120.40946271585426,14.985558227614584,0.3682554144877859,0.9798636205510137
165,True,106.45770329585605,148.0726211928444,165.48582369532008,176.6296377963805,168.7705579702537,119.28622810398089,15.705276408895113,0.39070835741959475,0.9716783233002946
166,True,103.55883128590233,151.21140292961388,166.04022131903625,177.06335899023475,169.78099380829244,120.30780468755292,15.22611238885851,0.016954612642434946,0.9830561560801039
167,True,104.49878297852267,156.07200003046754,167.00485481120307,174.99381346827187,170.77239095998823,120.51304801553643,14.770483113400338,-0.49772831042765137,0.9914025151819473
168,True,108.37749565775916,157.18750224267765,166.0867396194298,174.1839555572107,173.6185575300718,121.9158791032916,14.996690404524125,-0.3045747518905119,0.99522879387981
169,True,105.53266323114437,163.1274067024973,165.32213990511514,173.46550392749745,175.70348445205215,120.80974829870162,14.648318193962579,-0.003414976752490581,0.9612419413760708
170,True,104.47947013550815,162.80656466378264,165.751729033307,172.99785349804122,176.57097663753385,120.59352410689577,14.757429055589876,0.20542248646185338,0.9619205202743141
171,True,95.52130043550365,162.46808926780577,164.23464115043316,172.40200767462116,178.03508115485707,120.52315209425853,14.584404491034384,0.5132702668245225,0.9510144010878132
172,True,96.1517657398293,168.20926611034625,165.8983895521302,172.24495006213073,178.9420066896465,121.5828132356723,14.666419327416232,0.07965523687087889,0.9295704844525043
173,True,93.8119761219518,168.2045732905685,165.1845389064593,170.22660708166413,178.93427082788438,121.68260116855507,14.760133313005065,0.29123367853981275,0.9296060513566006
174,True,81.8352870654945,168.8969097075816,164.22647919714515,170.6613851392552,176.915228262873,122.25842250053826,15.247334448683082,0.4306560832942748,0.9501929187390902
175,True,78.22883540724528,172.6237725718576,163.67457394608167,170.02127086598412,174.96914220946562,122.69842287705497,14.81605689955151,0.33596467098966815,0.9179792572245449
176,True,85.09550063266391,172.9228956171564,164.3788625190116,170.27107335338786,174.37692204261015,122.36147884871025,15.05057412967779,0.41094300916834475,0.9120170980609993
177,True,88.10443241548109,176.62071714664506,165.70163504131355,169.04948541950998,174.3271311326193,121.78989045453511,14.828285628058296,0.35455676145320636,0.9102017813193547
178,True,89.33258877028575,176.27753539945266,166.20892043007615,167.7981808287493,172.7164263366409,121.71202174272105,14.680052661522653,0.41622966923950583,0.9112683029391678
179,True,88.38827781570909,174.13957432682855,165.31707726699597,168.09008959148008,171.24528483633813,122.31068269816735,13.649987194136793,0.13790421315656864,0.8975951513715513
180,True,88.69912703453727,173.9110816942407,164.19309643003396,167.42086279853353,169.3497829678536,122.59542670958675,13.193155952689919,-0.19288648400170516,0.8942008539911876
181,True,90.3165588119841,172.492306645698,162.6696035560323,167.48844507622647,167.93685862776783,122.48143768764513,12.879225271949355,-0.6300806059399918,0.8939085653135277
182,True,88.49858635008108,170.31463859314985,161.0968842556988,166.1020536733563,165.94599472804884,122.16239601838592,12.574231014124695,-0.9704440169908489,0.9009001662237106
183,True,90.94038770126724,169.71689108203398,160.04850565847124,165.67837308063653,164.45665894293015,122.47477633358359,12.166637910139706,-0.9322768411102665,0.9160765211115705
184,True,94.5289071961874,170.78948414877271,161.00497335131303,165.6191359974468,163.62089599166754,122.96007260017913,11.986420749457977,-1.2635441551459976,0.9174574109206928
185,True,104.0520477094254,174.1053384665139,161.50541543157306,165.6240614934097,160.50706897207579,123.51625352707627,12.01813557431704,-1.1553617308757302,0.9360652199661712
